event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
COVID19 diagnosis outcome,SCTSPA_SNS,355901000122112,presencia de coronavirus 2 del SARS en estudio post-mortem,"","",narrow,I,COVID19DX,AESI,355901000122112
COVID19 diagnosis outcome,SCTSPA_SNS,4361644018,Severe acute respiratory syndrome coronavirus 2 mRNA,"","",narrow,I,COVID19DX,AESI,4361644018
COVID19 diagnosis outcome,SCTSPA_SNS,2076671000209117,trombocitopenia debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,AESI,2076671000209117
COVID19 diagnosis outcome,SCTSPA_SNS,4361661015,Severe acute respiratory syndrome coronavirus 2 IgG,"","",narrow,I,COVID19DX,AESI,4361661015
COVID19 diagnosis outcome,SCTSPA_SNS,2035431000209111,COVID-19 agudo,"","",narrow,I,COVID19DX,AESI,2035431000209111
COVID19 diagnosis outcome,SCTSPA_SNS,2115161000209110,ácido ribonucleico mensajero que codifica proteína de espiga de coronavirus 2 del síndrome respiratorio agudo severo,"","",narrow,I,COVID19DX,AESI,2115161000209110
COVID19 diagnosis outcome,SCTSPA_SNS,1901931000209117,miocarditis debida a enfermedad causada por COVID-19,"","",narrow,I,COVID19DX,AESI,1901931000209117
COVID19 diagnosis outcome,SCTSPA_SNS,3969029015,Immunoglobulin M antibody to 2019 novel coronavirus,"","",narrow,I,COVID19DX,AESI,3969029015
COVID19 diagnosis outcome,SCTSPA_SNS,357391000122112,diagnóstico COVID-19 confirmado por laboratorio con prueba de alta especificidad,"","",narrow,I,COVID19DX,AESI,357391000122112
COVID19 diagnosis outcome,SCTSPA_SNS,394821000122115,Detection of ribonucleic acid of Severe acute respiratory syndrome coronavirus 2 by reverse transcription polymerase chain reaction test,"","",narrow,I,COVID19DX,AESI,394821000122115
COVID19 diagnosis outcome,SCTSPA_SNS,394831000122117,Detection of SARS-CoV-2 RNA using RT-PCR,"","",narrow,I,COVID19DX,AESI,394831000122117
COVID19 diagnosis outcome,SCTSPA_SNS,360871000122114,Rapid test for IgM and IgG antibodies against SARS-CoV-2 in blood using colloidal gold immunochromatography with lateral flow,"","",narrow,I,COVID19DX,AESI,360871000122114
COVID19 diagnosis outcome,SCTSPA_SNS,2076661000209111,PIMS-TS - síndrome multisistémico inflamatorio pediátrico temporalmente asociado con COVID-19,"","",narrow,I,COVID19DX,AESI,2076661000209111
COVID19 diagnosis outcome,SCTSPA_SNS,362791000122119,encefalopatía debida a enfermedad por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,362791000122119
COVID19 diagnosis outcome,SCTSPA_SNS,380851000122116,viremia causada por coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,380851000122116
COVID19 diagnosis outcome,SCTSPA_SNS,375091000122115,infección asintomática por coronavirus 2 del SARS,"","",narrow,I,COVID19DX,AESI,375091000122115
COVID19 diagnosis outcome,SCTSPA_SNS,355891000122113,Asymptomatic SARS coronavirus 2 infection,"","",narrow,I,COVID19DX,AESI,355891000122113
COVID19 diagnosis outcome,SCTSPA_SNS,2016011000209114,prueba positiva para anticuerpos contra coronavirus del síndrome respiratorio agudo severo 2,"","",narrow,I,COVID19DX,AESI,2016011000209114
COVID19 diagnosis outcome,SCTSPA_SNS,362651000122115,Immunoglobulin G antibody to severe acute respiratory syndrome coronavirus 2 (substance),"","",narrow,I,COVID19DX,AESI,362651000122115
COVID19 diagnosis outcome,SCTSPA_SNS,3972968012,Acute hypoxemic respiratory failure due to disease caused by Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,3972968012
COVID19 diagnosis outcome,SCTSPA_SNS,362331000122117,Outcome- patient alive and recovered from COVID-19 (finding),"","",narrow,I,COVID19DX,AESI,362331000122117
COVID19 diagnosis outcome,SCTSPA_SNS,3970554017,Measurement of 2019-nCoV antibody,"","",narrow,I,COVID19DX,AESI,3970554017
COVID19 diagnosis outcome,SCTSPA_SNS,366161000122110,Syndrome of hyperactivation of macrophages associated to disease due to SARS-CoV-2 (disorder),"","",narrow,I,COVID19DX,AESI,366161000122110
COVID19 diagnosis outcome,SCTSPA_SNS,2076111000209117,antecedente de enfermedad causada por coronavirus 2 del síndrome respiratorio agudo grave,"","",possible,I,COVID19DX,AESI,2076111000209117
COVID19 diagnosis outcome,SCTSPA_SNS,2114201000209116,detección de antígeno de coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,2114201000209116
COVID19 diagnosis outcome,SCTSPA_SNS,370691000122119,ELISA testing positive for SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,370691000122119
COVID19 diagnosis outcome,SCTSPA_SNS,364441000122113,muerte súbita en paciente con enfermedad por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,364441000122113
COVID19 diagnosis outcome,SCTSPA_SNS,1905651000209119,IgG contra SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,1905651000209119
COVID19 diagnosis outcome,SCTSPA_SNS,3973451010,Detection of ribonucleic acid of SARS-CoV-2 in sputum,"","",narrow,I,COVID19DX,AESI,3973451010
COVID19 diagnosis outcome,SCTSPA_SNS,1873231000209111,detección de ácido ribonucleico de coronavirus 2 del síndrome respiratorio agudo severo (entidad observable),"","",narrow,I,COVID19DX,AESI,1873231000209111
COVID19 diagnosis outcome,SCTSPA_SNS,4578607015,Antigen of Severe acute respiratory syndrome coronavirus 2 protein,"","",narrow,I,COVID19DX,AESI,4578607015
COVID19 diagnosis outcome,SCTSPA_SNS,4564967013,Antigen of inactivated whole Severe acute respiratory syndrome coronavirus 2 (substance),"","",narrow,I,COVID19DX,AESI,4564967013
COVID19 diagnosis outcome,SCTSPA_SNS,360441000122118,sepsis debida a enfermedad por coronavirus 2 del síndrome respiratorio agudo grave (trastorno),"","",narrow,I,COVID19DX,AESI,360441000122118
COVID19 diagnosis outcome,SCTSPA_SNS,370601000122112,Subgenomic RNA testing positive for SARS-CoV-2 (finding),"","",narrow,I,COVID19DX,AESI,370601000122112
COVID19 diagnosis outcome,SCTSPA_SNS,4574969010,PIMS-TS - paediatric inflammatory multisystem syndrome temporally associated with COVID-19,"","",narrow,I,COVID19DX,AESI,4574969010
COVID19 diagnosis outcome,SCTSPA_SNS,373511000122117,necrosis tubular aguda renal por infección por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,AESI,373511000122117
COVID19 diagnosis outcome,SCTSPA_SNS,360741000122113,Test result of antibodies against SARS-CoV-2- IgM positive and IgG positive (finding),"","",narrow,I,COVID19DX,AESI,360741000122113
COVID19 diagnosis outcome,SCTSPA_SNS,3970610019,Fever caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,AESI,3970610019
COVID19 diagnosis outcome,SCTSPA_SNS,364311000122118,síndrome anti-fosfolípidos en paciente con enfermedad por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,AESI,364311000122118
COVID19 diagnosis outcome,SCTSPA_SNS,362871000122110,miocarditis debida a enfermedad por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,362871000122110
COVID19 diagnosis outcome,SCTSPA_SNS,1873371000209118,detección de coronavirus 2 del síndrome respiratorio agudo severo (entidad observable),"","",narrow,I,COVID19DX,AESI,1873371000209118
COVID19 diagnosis outcome,SCTSPA_SNS,370811000122111,Qualitative testing positive for antibodies against SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,370811000122111
COVID19 diagnosis outcome,SCTSPA_SNS,357921000122111,síndrome de distrés respiratorio agudo causado por COVID-19 (trastorno),"","",narrow,I,COVID19DX,AESI,357921000122111
COVID19 diagnosis outcome,SCTSPA_SNS,2115181000209118,ácido ribonucleico mensajero que codifica proteína de espiga de coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,2115181000209118
COVID19 diagnosis outcome,SCTSPA_SNS,3970602015,Myocarditis due to disease caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,AESI,3970602015
COVID19 diagnosis outcome,SCTSPA_SNS,356171000122111,anticuerpo frente al coronavirus 2 del síndrome respiratorio agudo grave (sustancia),"","",narrow,I,COVID19DX,AESI,356171000122111
COVID19 diagnosis outcome,SCTSPA_SNS,368311000122111,conjuntivitis folicular por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,368311000122111
COVID19 diagnosis outcome,SCTSPA_SNS,2076351000209118,infección del tracto respiratorio inferior por COVID-19,"","",narrow,I,COVID19DX,AESI,2076351000209118
COVID19 diagnosis outcome,SCTSPA_SNS,355611000122118,infección asintomática por el coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,355611000122118
COVID19 diagnosis outcome,SCTSPA_SNS,3973478012,Detection of Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,3973478012
COVID19 diagnosis outcome,SCTSPA_SNS,381361000122115,infección del tracto respiratorio inferior causada por coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,381361000122115
COVID19 diagnosis outcome,SCTSPA_SNS,2076161000209119,inmunoglobulina G contra SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,2076161000209119
COVID19 diagnosis outcome,SCTSPA_SNS,3973435019,Detection of ribonucleic acid of SARS-CoV-2 in nasopharyngeal swab,"","",narrow,I,COVID19DX,AESI,3973435019
COVID19 diagnosis outcome,SCTSPA_SNS,366391000122119,Simultaneous infection due to more than one strain of SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,366391000122119
COVID19 diagnosis outcome,SCTSPA_SNS,3970591011,Encephalopathy due to disease caused by SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,3970591011
COVID19 diagnosis outcome,SCTSPA_SNS,2032861000209110,viremia por coronavirus 2 del síndrome respiratorio agudo severo,"","",narrow,I,COVID19DX,AESI,2032861000209110
COVID19 diagnosis outcome,SCTSPA_SNS,375081000122118,infección asintomática por coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,375081000122118
COVID19 diagnosis outcome,SCTSPA_SNS,363451000122113,SARS-CoV-2 detectado,"","",narrow,I,COVID19DX,AESI,363451000122113
COVID19 diagnosis outcome,SCTSPA_SNS,4361490017,Chronic COVID-19 syndrome,"","",possible,I,COVID19DX,AESI,4361490017
COVID19 diagnosis outcome,SCTSPA_SNS,362841000122116,Infection of upper respiratory tract caused by severe acute respiratory syndrome coronavirus 2 (disorder),"","",narrow,I,COVID19DX,AESI,362841000122116
COVID19 diagnosis outcome,SCTSPA_SNS,361471000122116,Severe Acute Respiratory Syndrome [SARS] associated to COVID-19 (disorder),"","",narrow,I,COVID19DX,AESI,361471000122116
COVID19 diagnosis outcome,SCTSPA_SNS,1895091000209112,síndrome de distrés respiratorio agudo debido a SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,1895091000209112
COVID19 diagnosis outcome,SCTSPA_SNS,2073361000209112,virus causante de COVID-19,"","",narrow,I,COVID19DX,AESI,2073361000209112
COVID19 diagnosis outcome,SCTSPA_SNS,1799561000209113,SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,1799561000209113
COVID19 diagnosis outcome,SCTSPA_SNS,1878391000209110,fiebre causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,AESI,1878391000209110
COVID19 diagnosis outcome,SCTSPA_SNS,3970566011,Cardiomyopathy due to disease caused by 2019-nCoV,"","",narrow,I,COVID19DX,AESI,3970566011
COVID19 diagnosis outcome,SCTSPA_SNS,363571000122118,detección de antígeno SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,363571000122118
COVID19 diagnosis outcome,SCTSPA_SNS,2114491000209114,ARN de SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,2114491000209114
COVID19 diagnosis outcome,SCTSPA_SNS,366741000122110,detección de ARN de SARS-CoV-2 en torunda nasofaríngea,"","",narrow,I,COVID19DX,AESI,366741000122110
COVID19 diagnosis outcome,SCTSPA_SNS,1873171000209115,detección de anticuerpos anti-coronavirus 2 del síndrome respiratorio agudo severo (entidad observable),"","",narrow,I,COVID19DX,AESI,1873171000209115
COVID19 diagnosis outcome,SCTSPA_SNS,364781000122110,Systemic inflammatory response syndrome associated with disease caused by SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,364781000122110
COVID19 diagnosis outcome,SCTSPA_SNS,375571000122111,Bells palsy associated with COVID-19,"","",narrow,I,COVID19DX,AESI,375571000122111
COVID19 diagnosis outcome,SCTSPA_SNS,363501000122110,detección de anticuerpo coronavirus 2 del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,AESI,363501000122110
COVID19 diagnosis outcome,SCTSPA_SNS,3972952018,Pneumonia caused by Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,3972952018
COVID19 diagnosis outcome,SCTSPA_SNS,1873291000209110,detección de ácido ribonucleico de coronavirus 2 del síndrome respiratorio agudo grave en esputo (entidad observable),"","",narrow,I,COVID19DX,AESI,1873291000209110
COVID19 diagnosis outcome,SCTSPA_SNS,373521000122111,necrosis tubular aguda renal por infección por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,373521000122111
COVID19 diagnosis outcome,SCTSPA_SNS,362751000122111,conjuntivitis debida a infección por SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,362751000122111
COVID19 diagnosis outcome,SCTSPA_SNS,362691000122112,Immunoglobulin M antibody to severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,362691000122112
COVID19 diagnosis outcome,SCTSPA_SNS,2032871000209116,viremia causada por coronavirus 2 del síndrome respiratorio agudo severo,"","",narrow,I,COVID19DX,AESI,2032871000209116
COVID19 diagnosis outcome,SCTSPA_SNS,3973097018,Severe acute respiratory syndrome coronavirus 2 antibody,"","",narrow,I,COVID19DX,AESI,3973097018
COVID19 diagnosis outcome,SCTSPA_SNS,2076421000209116,linfocitopenia debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,AESI,2076421000209116
COVID19 diagnosis outcome,SCTSPA_SNS,370781000122114,Quantitative testing positive for antibodies against SARS-CoV-2 (finding),"","",narrow,I,COVID19DX,AESI,370781000122114
COVID19 diagnosis outcome,SCTSPA_SNS,373411000122118,tratamiento con células madre para COVID-19 (procedimiento),"","",narrow,I,COVID19DX,AESI,373411000122118
COVID19 diagnosis outcome,SCTSPA_SNS,366031000122116,Secondary triage for severity level in patient with disease due to SARS-CoV-2 (procedure),"","",narrow,I,COVID19DX,AESI,366031000122116
COVID19 diagnosis outcome,SCTSPA_SNS,357401000122114,diagnóstico COVID-19 confirmado por laboratorio con prueba de baja sensibilidad (trastorno)),"","",narrow,I,COVID19DX,AESI,357401000122114
COVID19 diagnosis outcome,SCTSPA_SNS,366821000122110,detección de ácido ribonucleico de coronavirus 2 del síndrome respiratorio agudo grave en lavado broncoalveolar,"","",narrow,I,COVID19DX,AESI,366821000122110
COVID19 diagnosis outcome,SCTSPA_SNS,4230236010,Viral infection of bloodstream caused by Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,4230236010
COVID19 diagnosis outcome,SCTSPA_SNS,3970590012,Encephalopathy due to disease caused by 2019-nCoV,"","",narrow,I,COVID19DX,AESI,3970590012
COVID19 diagnosis outcome,SCTSPA_SNS,3973143015,Severe acute respiratory syndrome coronavirus 2 RNA,"","",narrow,I,COVID19DX,AESI,3973143015
COVID19 diagnosis outcome,SCTSPA_SNS,366261000122117,Disease due to SARS-CoV-2 in patient with prior clotting problem,"","",narrow,I,COVID19DX,AESI,366261000122117
COVID19 diagnosis outcome,SCTSPA_SNS,371891000122112,Treatment with monoclonal antibodies for COVID-19,"","",narrow,I,COVID19DX,AESI,371891000122112
COVID19 diagnosis outcome,SCTSPA_SNS,361421000122117,Positive serologic study for COVID-19,"","",narrow,I,COVID19DX,AESI,361421000122117
COVID19 diagnosis outcome,SCTSPA_SNS,2076211000209110,IgM contra COVID-19,"","",narrow,I,COVID19DX,AESI,2076211000209110
COVID19 diagnosis outcome,SCTSPA_SNS,3968542017,Thrombocytopenia due to COVID-19,"","",narrow,I,COVID19DX,AESI,3968542017
COVID19 diagnosis outcome,SCTSPA_SNS,370861000122114,SARS-CoV-2 genomic sequencing study positive (finding),"","",narrow,I,COVID19DX,AESI,370861000122114
COVID19 diagnosis outcome,SCTSPA_SNS,2114641000209116,detección de anticuerpos contra COVID-19,"","",narrow,I,COVID19DX,AESI,2114641000209116
COVID19 diagnosis outcome,SCTSPA_SNS,3970587018,Dyspnea caused by 2019-nCoV,"","",narrow,I,COVID19DX,AESI,3970587018
COVID19 diagnosis outcome,SCTSPA_SNS,356351000122117,Polymerase chain reaction positive for severe acute respiratory syndrome coronavirus 2 (finding),"","",narrow,I,COVID19DX,AESI,356351000122117
COVID19 diagnosis outcome,SCTSPA_SNS,357861000122113,historia de enfermedad por SARS-CoV-2 (situación),"","",possible,I,COVID19DX,AESI,357861000122113
COVID19 diagnosis outcome,SCTSPA_SNS,367291000122113,resultado positivo de prueba cuantitativa de anticuerpos contra SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,367291000122113
COVID19 diagnosis outcome,SCTSPA_SNS,357531000122116,tratamiento farmacológico experimental de COVID-19,"","",narrow,I,COVID19DX,AESI,357531000122116
COVID19 diagnosis outcome,SCTSPA_SNS,363181000122112,Dyspnea caused by Severe acute respiratory syndrome coronavirus 2 (disorder),"","",narrow,I,COVID19DX,AESI,363181000122112
COVID19 diagnosis outcome,SCTSPA_SNS,362811000122115,Encephalopathy due to disease caused by severe acute respiratory syndrome virus 2,"","",narrow,I,COVID19DX,AESI,362811000122115
COVID19 diagnosis outcome,SCTSPA_SNS,357631000122117,infección respiratoria asociada a COVID-19,"","",narrow,I,COVID19DX,AESI,357631000122117
COVID19 diagnosis outcome,SCTSPA_SNS,370751000122115,Testing positive for IgA against SARS-CoV-2,"","",narrow,I,COVID19DX,AESI,370751000122115
COVID19 diagnosis outcome,SCTSPA_SNS,3973001013,Cardiomyopathy due to disease caused by Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,AESI,3973001013
COVID19 diagnosis outcome,SCTSPA_SNS,1892511000209118,antecedente de enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (situación),"","",possible,I,COVID19DX,AESI,1892511000209118
COVID19 diagnosis outcome,SCTSPA_SNS,4361655018,Chronic post-COVID-19 syndrome,"","",possible,I,COVID19DX,AESI,4361655018
COVID19 diagnosis outcome,SCTSPA_SNS,4579640019,SARS-CoV-2 recombinant spike protein antigen,"","",narrow,I,COVID19DX,AESI,4579640019
COVID19 diagnosis outcome,SCTSPA_SNS,3951313019,Asymptomatic COVID-19,"","",narrow,I,COVID19DX,AESI,3951313019
COVID19 diagnosis outcome,SCTSPA_SNS,364431000122117,muerte súbita en paciente con enfermedad por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,AESI,364431000122117
COVID19 diagnosis outcome,SCTSPA_SNS,1905671000209111,ARN de coronavirus 2 del síndrome respiratorio agudo severo,"","",narrow,I,COVID19DX,AESI,1905671000209111
COVID19 diagnosis outcome,SCTSPA_SNS,1892491000209110,infección asintomática por coronavirus 2 del síndrome respiratorio agudo severo (hallazgo),"","",narrow,I,COVID19DX,AESI,1892491000209110
